Timestamp,WU Local time,Temp,Dew Point,Humidity,Pressure,Visibility,Wind Direction,Wind Speed,Gust Speed,Precipitation,Events,Conditions
1449526920,12/7/2015 2:22 PM,59.0 °F,55.4 °F,88%,30.26 in,7.0 mi,Variable,5.8 mph,  -,N/A,	 ,Mostly Cloudy
1449528420,12/7/2015 2:47 PM,60.8 °F,55.4 °F,82%,30.26 in,7.0 mi,Variable,4.6 mph,  -,N/A,	 ,Mostly Cloudy
1449532020,12/7/2015 3:47 PM,60.8 °F,55.4 °F,82%,30.24 in,7.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
1449535620,12/7/2015 4:47 PM,57.2 °F,53.6 °F,88%,30.25 in,7.0 mi,NNW,5.8 mph,  -,N/A,	 ,Overcast
1449539220,12/7/2015 5:47 PM,57.2 °F,55.4 °F,94%,30.26 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
1449542820,12/7/2015 6:47 PM,53.6 °F,53.6 °F,100%,30.27 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Scattered Clouds
1449546420,12/7/2015 7:47 PM,51.8 °F,51.8 °F,100%,30.28 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Scattered Clouds
1449550020,12/7/2015 8:47 PM,55.4 °F,53.6 °F,94%,30.28 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
1449413220,12/6/2015 6:47 AM,55.4 °F,39.2 °F,54%,30.27 in,10.0 mi,South,9.2 mph,  -,N/A,	 ,Mostly Cloudy
1449416820,12/6/2015 7:47 AM,55.4 °F,42.8 °F,63%,30.28 in,10.0 mi,SE,9.2 mph,  -,N/A,	 ,Mostly Cloudy
1449420420,12/6/2015 8:47 AM,55.4 °F,42.8 °F,63%,30.31 in,10.0 mi,SE,9.2 mph,  -,N/A,	 ,Mostly Cloudy
1449424020,12/6/2015 9:47 AM,59.0 °F,44.6 °F,59%,30.32 in,10.0 mi,SE,11.5 mph,  -,N/A,	 ,Mostly Cloudy
1449430440,12/6/2015 11:34 AM,62.6 °F,48.2 °F,59%,30.28 in,10.0 mi,NNE,8.1 mph,  -,N/A,	 ,Mostly Cloudy
1449431520,12/6/2015 11:52 AM,62.6 °F,50.0 °F,63%,30.29 in,10.0 mi,NNE,8.1 mph,  -,N/A,	 ,Mostly Cloudy
1449434820,12/6/2015 12:47 PM,64.4 °F,50.0 °F,59%,30.26 in,10.0 mi,North,6.9 mph,  -,N/A,	 ,Mostly Cloudy
1449438420,12/6/2015 1:47 PM,64.4 °F,50.0 °F,59%,30.26 in,10.0 mi,North,9.2 mph,  -,N/A,	 ,Mostly Cloudy
1449442020,12/6/2015 2:47 PM,62.6 °F,51.8 °F,68%,30.26 in,10.0 mi,NW,5.8 mph,  -,N/A,	 ,Mostly Cloudy
1449449220,12/6/2015 4:47 PM,57.2 °F,55.4 °F,94%,30.25 in,10.0 mi,NNW,6.9 mph,  -,N/A,	 ,Mostly Cloudy
1449452820,12/6/2015 5:47 PM,57.2 °F,55.4 °F,94%,30.26 in,10.0 mi,NNW,6.9 mph,  -,N/A,	 ,Mostly Cloudy
1449456420,12/6/2015 6:47 PM,55.4 °F,55.4 °F,100%,30.27 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
1449460020,12/6/2015 7:47 PM,57.2 °F,57.2 °F,100%,30.28 in,10.0 mi,Variable,4.6 mph,  -,N/A,	 ,Mostly Cloudy
1449463620,12/6/2015 8:47 PM,59.0 °F,57.2 °F,94%,30.29 in,10.0 mi,Variable,4.6 mph,  -,N/A,	 ,Mostly Cloudy
1449326820,12/5/2015 6:47 AM,37.4 °F,37.4 °F,100%,30.25 in,10.0 mi,Calm,Calm,  -,N/A,Fog,Patches of Fog
1449330420,12/5/2015 7:47 AM,39.2 °F,39.2 °F,100%,30.27 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
1449334020,12/5/2015 8:47 AM,44.6 °F,42.8 °F,93%,30.27 in,30.0 mi,Variable,3.5 mph,  -,N/A,	 ,Mostly Cloudy
1449337620,12/5/2015 9:47 AM,48.2 °F,46.4 °F,93%,30.29 in,30.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
1449341220,12/5/2015 10:47 AM,50.0 °F,46.4 °F,87%,30.28 in,30.0 mi,Variable,4.6 mph,  -,N/A,	 ,Mostly Cloudy
1449344820,12/5/2015 11:47 AM,53.6 °F,44.6 °F,72%,30.26 in,30.0 mi,Variable,4.6 mph,  -,N/A,	 ,Mostly Cloudy
1449348420,12/5/2015 12:47 PM,53.6 °F,46.4 °F,77%,30.25 in,30.0 mi,Variable,4.6 mph,  -,N/A,	 ,Mostly Cloudy
1449352020,12/5/2015 1:47 PM,55.4 °F,44.6 °F,67%,30.22 in,30.0 mi,Variable,4.6 mph,  -,N/A,	 ,Mostly Cloudy
1449359220,12/5/2015 3:47 PM,55.4 °F,48.2 °F,77%,30.22 in,30.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
1449362820,12/5/2015 4:47 PM,53.6 °F,46.4 °F,77%,30.24 in,30.0 mi,North,6.9 mph,  -,N/A,	 ,Overcast
1449366420,12/5/2015 5:47 PM,50.0 °F,46.4 °F,87%,30.23 in,30.0 mi,Calm,Calm,  -,N/A,	 ,Overcast
1449370020,12/5/2015 6:47 PM,51.8 °F,46.4 °F,82%,30.22 in,30.0 mi,Variable,3.5 mph,  -,N/A,	 ,Overcast
1449240420,12/4/2015 6:47 AM,42.8 °F,42.8 °F,100%,30.20 in,10.0 mi,North,  -,  -,N/A,	 ,Partly Cloudy
1449247620,12/4/2015 8:47 AM,48.2 °F,46.4 °F,93%,30.23 in,10.0 mi,Variable,4.6 mph,  -,N/A,	 ,Partly Cloudy
1449251220,12/4/2015 9:47 AM,51.8 °F,50.0 °F,94%,30.25 in,10.0 mi,Variable,4.6 mph,  -,N/A,	 ,Partly Cloudy
1449255300,12/4/2015 10:55 AM,55.4 °F,50.0 °F,82%,30.27 in,10.0 mi,Variable,4.6 mph,  -,N/A,	 ,Scattered Clouds
1449258420,12/4/2015 11:47 AM,59.0 °F,50.0 °F,72%,30.24 in,10.0 mi,East,9.2 mph,  -,N/A,	 ,Scattered Clouds
1449262020,12/4/2015 12:47 PM,59.0 °F,51.8 °F,77%,30.22 in,10.0 mi,East,6.9 mph,  -,N/A,	 ,Scattered Clouds
1449265620,12/4/2015 1:47 PM,60.8 °F,48.2 °F,63%,30.21 in,10.0 mi,ENE,5.8 mph,  -,N/A,	 ,Scattered Clouds
1449269220,12/4/2015 2:47 PM,60.8 °F,48.2 °F,63%,30.21 in,10.0 mi,North,5.8 mph,  -,N/A,	 ,Scattered Clouds
1449283620,12/4/2015 6:47 PM,53.6 °F,48.2 °F,82%,30.23 in,10.0 mi,Variable,4.6 mph,  -,N/A,	 ,Clear
1449287400,12/4/2015 7:50 PM,46.4 °F,44.6 °F,93%,30.26 in,10.0 mi,Variable,4.6 mph,  -,N/A,	 ,Clear
1449290820,12/4/2015 8:47 PM,46.4 °F,44.6 °F,93%,30.26 in,10.0 mi,Variable,4.6 mph,  -,N/A,	 ,Clear
1449154020,12/3/2015 6:47 AM,44.6 °F,42.8 °F,93%,29.98 in,10.0 mi,Variable,4.6 mph,  -,N/A,	 ,Mostly Cloudy
1449161220,12/3/2015 8:47 AM,60.8 °F,48.2 °F,63%,29.96 in,10.0 mi,South,17.3 mph,25.3 mph,N/A,	 ,Mostly Cloudy
1449164820,12/3/2015 9:47 AM,62.6 °F,48.2 °F,59%,29.96 in,10.0 mi,South,17.3 mph,25.3 mph,N/A,	 ,Mostly Cloudy
1449168900,12/3/2015 10:55 AM,59.0 °F,51.8 °F,77%,29.97 in,3.0 mi,SSE,19.6 mph,  -,N/A,Rain,Light Rain
1449172020,12/3/2015 11:47 AM,57.2 °F,53.6 °F,88%,29.96 in,7.0 mi,SSE,17.3 mph,  -,N/A,	 ,Overcast
1449175800,12/3/2015 12:50 PM,57.2 °F,55.4 °F,94%,30.00 in,6.0 mi,West,17.3 mph,  -,N/A,Rain,Rain
1449179220,12/3/2015 1:47 PM,59.0 °F,51.8 °F,77%,29.99 in,8.0 mi,Variable,5.8 mph,  -,N/A,	 ,Scattered Clouds
1449182820,12/3/2015 2:47 PM,57.2 °F,51.8 °F,82%,29.99 in,8.0 mi,North,  -,  -,N/A,	 ,Overcast
1449186420,12/3/2015 3:47 PM,59.0 °F,51.8 °F,77%,30.01 in,8.0 mi,SSE,10.4 mph,  -,N/A,	 ,Mostly Cloudy
1449197220,12/3/2015 6:47 PM,55.4 °F,51.8 °F,88%,30.07 in,10.0 mi,WNW,12.7 mph,  -,N/A,Rain,Light Rain
1449201180,12/3/2015 7:53 PM,51.8 °F,50.0 °F,94%,30.11 in,10.0 mi,ESE,10.4 mph,  -,N/A,	 ,Mostly Cloudy
1449204420,12/3/2015 8:47 PM,53.6 °F,48.2 °F,82%,30.11 in,10.0 mi,Variable,4.6 mph,  -,N/A,	 ,Partly Cloudy
1449067620,12/2/2015 6:47 AM,44.6 °F,39.2 °F,81%,30.23 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
1449071220,12/2/2015 7:47 AM,46.4 °F,42.8 °F,87%,30.24 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
1449074820,12/2/2015 8:47 AM,50.0 °F,42.8 °F,76%,30.24 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
1449082020,12/2/2015 10:47 AM,53.6 °F,41.0 °F,62%,30.22 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
1449085620,12/2/2015 11:47 AM,53.6 °F,39.2 °F,58%,30.19 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
1449089220,12/2/2015 12:47 PM,55.4 °F,41.0 °F,58%,30.17 in,10.0 mi,North,4.6 mph,  -,N/A,	 ,Mostly Cloudy
1449089520,12/2/2015 12:52 PM,55.4 °F,41.0 °F,58%,30.17 in,10.0 mi,North,4.6 mph,  -,N/A,	 ,Mostly Cloudy
1449092820,12/2/2015 1:47 PM,59.0 °F,41.0 °F,51%,30.15 in,10.0 mi,NNW,5.8 mph,  -,N/A,	 ,Mostly Cloudy
1449096420,12/2/2015 2:47 PM,60.8 °F,39.2 °F,45%,30.12 in,10.0 mi,Variable,4.6 mph,  -,N/A,	 ,Mostly Cloudy
1449100020,12/2/2015 3:47 PM,59.0 °F,39.2 °F,48%,30.11 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
1449103620,12/2/2015 4:47 PM,55.4 °F,41.0 °F,58%,30.10 in,10.0 mi,Variable,4.6 mph,  -,N/A,	 ,Mostly Cloudy
1449107220,12/2/2015 5:47 PM,53.6 °F,44.6 °F,72%,30.10 in,10.0 mi,NE,9.2 mph,  -,N/A,	 ,Mostly Cloudy
1449110820,12/2/2015 6:47 PM,55.4 °F,44.6 °F,67%,30.10 in,10.0 mi,ENE,10.4 mph,  -,N/A,	 ,Mostly Cloudy
1449114420,12/2/2015 7:47 PM,53.6 °F,42.8 °F,67%,30.09 in,10.0 mi,East,10.4 mph,  -,N/A,	 ,Mostly Cloudy
1449118020,12/2/2015 8:47 PM,46.4 °F,41.0 °F,81%,30.08 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
1448981220,12/1/2015 6:47 AM,37.4 °F,32.0 °F,81%,30.24 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Partly Cloudy
1448984820,12/1/2015 7:47 AM,39.2 °F,33.8 °F,81%,30.25 in,30.0 mi,Calm,Calm,  -,N/A,	 ,Scattered Clouds
1448988420,12/1/2015 8:47 AM,46.4 °F,33.8 °F,62%,30.25 in,30.0 mi,Variable,4.6 mph,  -,N/A,	 ,Partly Cloudy
1448992020,12/1/2015 9:47 AM,50.0 °F,37.4 °F,62%,30.26 in,30.0 mi,Variable,4.6 mph,  -,N/A,	 ,Clear
1448995920,12/1/2015 10:52 AM,51.8 °F,37.4 °F,58%,30.25 in,30.0 mi,Variable,4.6 mph,  -,N/A,	 ,Partly Cloudy
1448999220,12/1/2015 11:47 AM,55.4 °F,35.6 °F,47%,30.23 in,30.0 mi,North,5.8 mph,  -,N/A,	 ,Partly Cloudy
1449002820,12/1/2015 12:47 PM,55.4 °F,37.4 °F,51%,30.20 in,30.0 mi,North,8.1 mph,  -,N/A,	 ,Scattered Clouds
1449006420,12/1/2015 1:47 PM,60.8 °F,37.4 °F,42%,30.19 in,30.0 mi,Variable,4.6 mph,  -,N/A,	 ,Scattered Clouds
1449010020,12/1/2015 2:47 PM,60.8 °F,37.4 °F,42%,30.18 in,30.0 mi,North,5.8 mph,  -,N/A,	 ,Scattered Clouds
1449013620,12/1/2015 3:47 PM,57.2 °F,44.6 °F,63%,30.18 in,30.0 mi,North,5.8 mph,  -,N/A,	 ,Scattered Clouds
1449017220,12/1/2015 4:47 PM,51.8 °F,44.6 °F,76%,30.18 in,30.0 mi,Variable,4.6 mph,  -,N/A,	 ,Partly Cloudy
1449020820,12/1/2015 5:47 PM,50.0 °F,42.8 °F,76%,30.18 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Scattered Clouds
1449024420,12/1/2015 6:47 PM,46.4 °F,41.0 °F,81%,30.19 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Scattered Clouds
1449028020,12/1/2015 7:47 PM,46.4 °F,42.8 °F,87%,30.20 in,10.0 mi,West,5.8 mph,  -,N/A,	 ,Mostly Cloudy
1449031620,12/1/2015 8:47 PM,46.4 °F,39.2 °F,76%,30.21 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Scattered Clouds
1448898420,11/30/2015 7:47 AM,37.4 °F,32.0 °F,81%,30.21 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Scattered Clouds
1448902020,11/30/2015 8:47 AM,42.8 °F,35.6 °F,76%,30.22 in,10.0 mi,Variable,4.6 mph,  -,N/A,	 ,Mostly Cloudy
1448905620,11/30/2015 9:47 AM,46.4 °F,37.4 °F,71%,30.23 in,10.0 mi,Variable,4.6 mph,  -,N/A,	 ,Mostly Cloudy
1448909220,11/30/2015 10:47 AM,46.4 °F,37.4 °F,71%,30.22 in,10.0 mi,Variable,4.6 mph,  -,N/A,Rain,Light Rain
1448912820,11/30/2015 11:47 AM,50.0 °F,35.6 °F,58%,30.20 in,10.0 mi,Variable,4.6 mph,  -,N/A,	 ,Mostly Cloudy
1448916420,11/30/2015 12:47 PM,51.8 °F,35.6 °F,54%,30.19 in,10.0 mi,Variable,4.6 mph,  -,N/A,	 ,Overcast
1448920020,11/30/2015 1:47 PM,51.8 °F,35.6 °F,54%,30.18 in,10.0 mi,Variable,4.6 mph,  -,N/A,	 ,Overcast
1448923620,11/30/2015 2:47 PM,53.6 °F,37.4 °F,54%,30.17 in,10.0 mi,Variable,4.6 mph,  -,N/A,	 ,Mostly Cloudy
1448927220,11/30/2015 3:47 PM,51.8 °F,35.6 °F,54%,30.18 in,10.0 mi,NNW,8.1 mph,  -,N/A,	 ,Overcast
1448931120,11/30/2015 4:52 PM,51.8 °F,39.2 °F,62%,30.18 in,10.0 mi,NNW,5.8 mph,  -,N/A,	 ,Mostly Cloudy
1448934420,11/30/2015 5:47 PM,50.0 °F,39.2 °F,66%,30.18 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
1448938020,11/30/2015 6:47 PM,50.0 °F,41.0 °F,71%,30.20 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
1448941620,11/30/2015 7:47 PM,50.0 °F,37.4 °F,62%,30.20 in,10.0 mi,ENE,5.8 mph,  -,N/A,	 ,Mostly Cloudy
1448945220,11/30/2015 8:47 PM,48.2 °F,39.2 °F,71%,30.21 in,10.0 mi,NE,9.2 mph,  -,N/A,	 ,Mostly Cloudy
1448808420,11/29/2015 6:47 AM,30.2 °F,26.6 °F,86%,30.20 in,30.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1448812020,11/29/2015 7:47 AM,35.6 °F,28.4 °F,75%,30.21 in,30.0 mi,Variable,4.6 mph,  -,N/A,	 ,Clear
1448815620,11/29/2015 8:47 AM,42.8 °F,33.8 °F,70%,30.22 in,30.0 mi,Variable,4.6 mph,  -,N/A,	 ,Clear
1448819700,11/29/2015 9:55 AM,48.2 °F,37.4 °F,66%,30.22 in,30.0 mi,Variable,5.8 mph,  -,N/A,	 ,Clear
1448822820,11/29/2015 10:47 AM,48.2 °F,35.6 °F,62%,30.21 in,30.0 mi,NE,6.9 mph,  -,N/A,	 ,Clear
1448826420,11/29/2015 11:47 AM,51.8 °F,30.2 °F,44%,30.19 in,30.0 mi,Variable,4.6 mph,  -,N/A,	 ,Clear
1448830020,11/29/2015 12:47 PM,57.2 °F,28.4 °F,33%,30.17 in,30.0 mi,Variable,4.6 mph,  -,N/A,	 ,Clear
1448833620,11/29/2015 1:47 PM,59.0 °F,30.2 °F,34%,30.16 in,30.0 mi,Variable,4.6 mph,  -,N/A,	 ,Clear
1448837700,11/29/2015 2:55 PM,57.2 °F,35.6 °F,44%,30.15 in,30.0 mi,North,5.8 mph,  -,N/A,	 ,Clear
1448840820,11/29/2015 3:47 PM,57.2 °F,37.4 °F,48%,30.15 in,30.0 mi,North,6.9 mph,  -,N/A,	 ,Clear
1448844420,11/29/2015 4:47 PM,51.8 °F,39.2 °F,62%,30.15 in,30.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1448848020,11/29/2015 5:47 PM,50.0 °F,42.8 °F,76%,30.16 in,30.0 mi,Calm,Calm,  -,N/A,	 ,Partly Cloudy
1448851620,11/29/2015 6:47 PM,44.6 °F,39.2 °F,81%,30.17 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Partly Cloudy
1448855220,11/29/2015 7:47 PM,42.8 °F,33.8 °F,70%,30.17 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1448858820,11/29/2015 8:47 PM,41.0 °F,33.8 °F,76%,30.18 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1448722020,11/28/2015 6:47 AM,50.0 °F,28.4 °F,43%,30.16 in,30.0 mi,ENE,9.2 mph,  -,N/A,	 ,Clear
1448725620,11/28/2015 7:47 AM,44.6 °F,26.6 °F,49%,30.16 in,30.0 mi,ENE,17.3 mph,  -,N/A,	 ,Clear
1448729220,11/28/2015 8:47 AM,46.4 °F,26.6 °F,46%,30.17 in,30.0 mi,NE,17.3 mph,  -,N/A,	 ,Clear
1448732820,11/28/2015 9:47 AM,50.0 °F,23.0 °F,35%,30.18 in,30.0 mi,NE,9.2 mph,  -,N/A,	 ,Clear
1448736420,11/28/2015 10:47 AM,51.8 °F,26.6 °F,38%,30.17 in,30.0 mi,NE,6.9 mph,  -,N/A,	 ,Clear
1448740020,11/28/2015 11:47 AM,50.0 °F,26.6 °F,40%,30.14 in,30.0 mi,NE,5.8 mph,  -,N/A,	 ,Clear
1448743620,11/28/2015 12:47 PM,53.6 °F,28.4 °F,38%,30.11 in,30.0 mi,NNE,5.8 mph,  -,N/A,	 ,Clear
1448750820,11/28/2015 2:47 PM,57.2 °F,32.0 °F,38%,30.10 in,30.0 mi,NNW,12.7 mph,  -,N/A,	 ,Clear
1448754420,11/28/2015 3:47 PM,55.4 °F,30.2 °F,38%,30.10 in,30.0 mi,NW,8.1 mph,  -,N/A,	 ,Clear
1448758020,11/28/2015 4:47 PM,50.0 °F,33.8 °F,54%,30.11 in,30.0 mi,North,5.8 mph,  -,N/A,	 ,Clear
1448761620,11/28/2015 5:47 PM,50.0 °F,32.0 °F,50%,30.11 in,30.0 mi,NNE,11.5 mph,  -,N/A,	 ,Clear
1448765220,11/28/2015 6:47 PM,48.2 °F,32.0 °F,54%,30.11 in,30.0 mi,NNE,5.8 mph,  -,N/A,	 ,Clear
1448768820,11/28/2015 7:47 PM,48.2 °F,33.8 °F,58%,30.13 in,30.0 mi,NE,6.9 mph,  -,N/A,	 ,Clear
1448772420,11/28/2015 8:47 PM,46.4 °F,33.8 °F,62%,30.14 in,30.0 mi,NE,6.9 mph,  -,N/A,	 ,Clear
1448635620,11/27/2015 6:47 AM,  -,  -,N/A%,30.15 in,30.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1448639220,11/27/2015 7:47 AM,  -,  -,N/A%,30.16 in,30.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1448642820,11/27/2015 8:47 AM,  -,  -,N/A%,30.16 in,30.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1448646420,11/27/2015 9:47 AM,  -,  -,N/A%,30.16 in,30.0 mi,Variable,4.6 mph,  -,N/A,	 ,Clear
1448650020,11/27/2015 10:47 AM,51.8 °F,24.8 °F,35%,30.15 in,30.0 mi,Variable,4.6 mph,  -,N/A,	 ,Partly Cloudy
1448653620,11/27/2015 11:47 AM,53.6 °F,24.8 °F,33%,30.14 in,30.0 mi,Variable,4.6 mph,  -,N/A,	 ,Clear
1448657220,11/27/2015 12:47 PM,55.4 °F,26.6 °F,33%,30.13 in,30.0 mi,North,8.1 mph,  -,N/A,	 ,Partly Cloudy
1448664420,11/27/2015 2:47 PM,59.0 °F,28.4 °F,31%,30.09 in,30.0 mi,North,9.2 mph,  -,N/A,	 ,Scattered Clouds
1448668020,11/27/2015 3:47 PM,57.2 °F,30.2 °F,36%,30.09 in,30.0 mi,NW,6.9 mph,  -,N/A,	 ,Scattered Clouds
1448675220,11/27/2015 5:47 PM,48.2 °F,30.2 °F,50%,30.11 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Scattered Clouds
1448678820,11/27/2015 6:47 PM,50.0 °F,30.2 °F,47%,30.11 in,10.0 mi,WSW,5.8 mph,  -,N/A,	 ,Clear
1448549220,11/26/2015 6:47 AM,46.4 °F,32.0 °F,57%,30.11 in,10.0 mi,South,5.8 mph,  -,N/A,	 ,Partly Cloudy
1448552820,11/26/2015 7:47 AM,53.6 °F,33.8 °F,47%,30.12 in,10.0 mi,East,5.8 mph,  -,N/A,	 ,Partly Cloudy
1448556420,11/26/2015 8:47 AM,55.4 °F,32.0 °F,41%,30.13 in,10.0 mi,ENE,11.5 mph,  -,N/A,	 ,Partly Cloudy
1448560500,11/26/2015 9:55 AM,59.0 °F,  -,N/A%,30.14 in,10.0 mi,ENE,11.5 mph,  -,N/A,	 ,Clear
1448564100,11/26/2015 10:55 AM,60.8 °F,30.2 °F,31%,30.14 in,10.0 mi,NE,11.5 mph,  -,N/A,	 ,Clear
1448567220,11/26/2015 11:47 AM,62.6 °F,30.2 °F,30%,30.12 in,10.0 mi,ENE,11.5 mph,  -,N/A,	 ,Clear
1448570820,11/26/2015 12:47 PM,62.6 °F,32.0 °F,32%,30.09 in,10.0 mi,ENE,11.5 mph,  -,N/A,	 ,Clear
1448574420,11/26/2015 1:47 PM,64.4 °F,32.0 °F,30%,30.09 in,10.0 mi,North,8.1 mph,  -,N/A,	 ,Clear
1448578020,11/26/2015 2:47 PM,66.2 °F,28.4 °F,24%,30.08 in,30.0 mi,NNW,10.4 mph,  -,N/A,	 ,Partly Cloudy
1448581620,11/26/2015 3:47 PM,66.2 °F,30.2 °F,26%,30.07 in,30.0 mi,NNW,5.8 mph,  -,N/A,	 ,Clear
1448585220,11/26/2015 4:47 PM,60.8 °F,33.8 °F,36%,30.07 in,30.0 mi,NNE,5.8 mph,  -,N/A,	 ,Clear
1448588820,11/26/2015 5:47 PM,57.2 °F,33.8 °F,41%,30.08 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1448592420,11/26/2015 6:47 PM,51.8 °F,33.8 °F,50%,30.09 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1448596020,11/26/2015 7:47 PM,53.6 °F,32.0 °F,44%,30.09 in,10.0 mi,Variable,4.6 mph,  -,N/A,	 ,Clear
1448477220,11/25/2015 10:47 AM,53.6 °F,39.2 °F,58%,29.97 in,20.0 mi,West,11.5 mph,  -,N/A,	 ,Scattered Clouds
1448488020,11/25/2015 1:47 PM,55.4 °F,41.0 °F,58%,29.93 in,20.0 mi,NNW,12.7 mph,  -,N/A,	 ,Scattered Clouds
1448491620,11/25/2015 2:47 PM,55.4 °F,37.4 °F,51%,29.94 in,20.0 mi,NNW,11.5 mph,  -,N/A,	 ,Scattered Clouds
1448495220,11/25/2015 3:47 PM,55.4 °F,37.4 °F,51%,29.94 in,20.0 mi,NNW,5.8 mph,  -,N/A,	 ,Scattered Clouds
1448502420,11/25/2015 5:47 PM,50.0 °F,37.4 °F,62%,29.98 in,10.0 mi,NNW,5.8 mph,  -,N/A,	 ,Partly Cloudy
1448506020,11/25/2015 6:47 PM,48.2 °F,37.4 °F,66%,30.00 in,10.0 mi,West,5.8 mph,  -,N/A,	 ,Partly Cloudy
1448509620,11/25/2015 7:47 PM,44.6 °F,37.4 °F,76%,30.00 in,10.0 mi,West,5.8 mph,  -,N/A,	 ,Partly Cloudy
1448513220,11/25/2015 8:47 PM,42.8 °F,37.4 °F,81%,30.01 in,10.0 mi,Calm,Calm,  -,N/A,	 ,Clear
1448376420,11/24/2015 6:47 AM,53.6 °F,48.2 °F,82%,29.91 in,10.0 mi,SE,10.4 mph,  -,N/A,	 ,Overcast
1448380020,11/24/2015 7:47 AM,53.6 °F,48.2 °F,82%,29.91 in,10.0 mi,SE,10.4 mph,  -,N/A,	 ,Overcast
1448383620,11/24/2015 8:47 AM,53.6 °F,50.0 °F,88%,29.90 in,10.0 mi,SE,12.7 mph,  -,N/A,	 ,Overcast
1448387220,11/24/2015 9:47 AM,57.2 °F,50.0 °F,77%,29.90 in,10.0 mi,South,9.2 mph,  -,N/A,	 ,Overcast
1448390820,11/24/2015 10:47 AM,57.2 °F,53.6 °F,88%,29.90 in,2.0 mi,WSW,9.2 mph,  -,N/A,Rain,Light Rain
1448391480,11/24/2015 10:58 AM,57.2 °F,55.4 °F,94%,29.90 in,4.0 mi,WSW,9.2 mph,  -,N/A,	 ,Overcast
1448393100,11/24/2015 11:25 AM,53.6 °F,50.0 °F,88%,29.92 in,4.0 mi,NW,9.2 mph,  -,N/A,Rain,Light Rain
1448394420,11/24/2015 11:47 AM,53.6 °F,48.2 °F,82%,29.92 in,4.0 mi,WNW,21.9 mph,  -,N/A,Rain,Light Rain
1448405640,11/24/2015 2:54 PM,57.2 °F,41.0 °F,55%,29.92 in,30.0 mi,NW,17.3 mph,  -,N/A,	 ,Scattered Clouds
1448408820,11/24/2015 3:47 PM,55.4 °F,41.0 °F,58%,29.93 in,30.0 mi,WNW,11.5 mph,  -,N/A,	 ,Scattered Clouds
1448290020,11/23/2015 6:47 AM,46.4 °F,44.6 °F,93%,29.90 in,5.0 mi,Calm,Calm,  -,N/A,	 ,Haze
1448293620,11/23/2015 7:47 AM,51.8 °F,50.0 °F,94%,29.93 in,5.0 mi,NNW,9.2 mph,  -,N/A,	 ,Haze
1448294760,11/23/2015 8:06 AM,51.8 °F,50.0 °F,94%,29.94 in,4.0 mi,North,5.8 mph,  -,N/A,	 ,Haze
1448304420,11/23/2015 10:47 AM,57.2 °F,51.8 °F,82%,29.96 in,6.0 mi,North,6.9 mph,  -,N/A,	 ,Haze
1448305680,11/23/2015 11:08 AM,57.2 °F,50.0 °F,77%,29.96 in,3.0 mi,NNE,6.9 mph,  -,N/A,	 ,Haze
1448308020,11/23/2015 11:47 AM,57.2 °F,51.8 °F,82%,29.95 in,5.0 mi,Variable,4.6 mph,  -,N/A,	 ,Haze
1448311620,11/23/2015 12:47 PM,60.8 °F,51.8 °F,72%,29.94 in,6.0 mi,North,9.2 mph,  -,N/A,	 ,Haze
1448315220,11/23/2015 1:47 PM,59.0 °F,51.8 °F,77%,29.92 in,6.0 mi,North,9.2 mph,  -,N/A,	 ,Haze
