Timestamp,WU Local time,Temp,Dew Point,Humidity,Pressure,Visibility,Wind Direction,Wind Speed,Gust Speed,Precipitation,Events,Conditions
1498892160,7/1/2017 12:56 AM,1.0 °F,1.0 °F,100%,30.28 in,  -,SSE,9.2 mph,  -,N/A,	 ,Unknown
1498895760,7/1/2017 1:56 AM,  -,  -,N/A%,30.27 in,  -,SSE,9.2 mph,  -,N/A,	 ,Unknown
1498899360,7/1/2017 2:56 AM,  -,  -,N/A%,30.25 in,  -,South,8.1 mph,  -,N/A,	 ,Unknown
1498902960,7/1/2017 3:56 AM,  -,  -,N/A%,30.24 in,  -,SSE,10.4 mph,  -,N/A,	 ,Unknown
1498906560,7/1/2017 4:56 AM,  -,  -,N/A%,30.25 in,  -,SSE,9.2 mph,  -,N/A,	 ,Unknown
1498910160,7/1/2017 5:56 AM,  -,  -,N/A%,30.26 in,  -,South,9.2 mph,  -,N/A,	 ,Unknown
1498913760,7/1/2017 6:56 AM,  -,  -,N/A%,30.28 in,  -,South,9.2 mph,  -,N/A,	 ,Unknown
1498917360,7/1/2017 7:56 AM,  -,  -,N/A%,30.28 in,  -,South,12.7 mph,  -,N/A,	 ,Unknown
1498920960,7/1/2017 8:56 AM,  -,  -,N/A%,30.27 in,  -,South,16.1 mph,21.9 mph,N/A,	 ,Unknown
1498924560,7/1/2017 9:56 AM,  -,  -,N/A%,30.24 in,  -,South,19.6 mph,  -,N/A,	 ,Unknown
1498928160,7/1/2017 10:56 AM,  -,  -,N/A%,30.23 in,  -,South,10.4 mph,19.6 mph,N/A,	 ,Unknown
1498931760,7/1/2017 11:56 AM,  -,  -,N/A%,30.22 in,  -,South,15.0 mph,19.6 mph,N/A,	 ,Unknown
1498935360,7/1/2017 12:56 PM,  -,  -,N/A%,30.20 in,  -,SSW,11.5 mph,20.7 mph,N/A,	 ,Unknown
1498938960,7/1/2017 1:56 PM,  -,  -,N/A%,30.17 in,  -,SSW,11.5 mph,17.3 mph,N/A,	 ,Unknown
1498942560,7/1/2017 2:56 PM,  -,  -,N/A%,30.15 in,  -,SSE,9.2 mph,19.6 mph,N/A,	 ,Unknown
1498946160,7/1/2017 3:56 PM,  -,  -,N/A%,30.12 in,  -,SSW,12.7 mph,18.4 mph,N/A,	 ,Unknown
1498949760,7/1/2017 4:56 PM,  -,  -,N/A%,30.11 in,  -,South,10.4 mph,16.1 mph,N/A,	 ,Unknown
1498953360,7/1/2017 5:56 PM,  -,  -,N/A%,30.12 in,  -,SE,9.2 mph,  -,N/A,	 ,Unknown
1498956960,7/1/2017 6:56 PM,  -,  -,N/A%,30.14 in,  -,SE,5.8 mph,  -,N/A,	 ,Unknown
1498958940,7/1/2017 7:29 PM,  -,  -,N/A%,30.11 in,  -,SE,12.7 mph,  -,N/A,Thunderstorm,Thunderstorm
1498959840,7/1/2017 7:44 PM,  -,  -,N/A%,30.11 in,  -,ESE,12.7 mph,  -,N/A,	 ,Unknown
1498960560,7/1/2017 7:56 PM,  -,  -,N/A%,30.13 in,  -,East,8.1 mph,  -,N/A,	 ,Unknown
1498960980,7/1/2017 8:03 PM,  -,  -,N/A%,30.13 in,  -,ESE,9.2 mph,  -,N/A,Thunderstorm,Thunderstorm
1498964160,7/1/2017 8:56 PM,  -,  -,N/A%,30.17 in,  -,South,10.4 mph,  -,0.00 in,Rain,"	,"
1498966380,7/1/2017 9:33 PM,  -,  -,N/A%,30.17 in,  -,SE,15.0 mph,23.0 mph,0.00 in,	 ,Unknown
1498967760,7/1/2017 9:56 PM,  -,  -,N/A%,30.17 in,  -,SSE,11.5 mph,21.9 mph,0.00 in,	 ,Unknown
1498971360,7/1/2017 10:56 PM,  -,  -,N/A%,30.17 in,  -,SSE,6.9 mph,  -,N/A,	 ,Unknown
1498974960,7/1/2017 11:56 PM,  -,  -,N/A%,30.18 in,  -,North,5.8 mph,  -,N/A,	 ,Unknown
1498805760,6/30/2017 12:56 AM,1.0 °F,1.0 °F,100%,30.19 in,  -,ENE,10.4 mph,  -,N/A,	 ,Unknown
1498809360,6/30/2017 1:56 AM,  -,  -,N/A%,30.20 in,  -,ENE,10.4 mph,  -,N/A,	 ,Unknown
1498812960,6/30/2017 2:56 AM,  -,  -,N/A%,30.19 in,  -,NE,10.4 mph,  -,N/A,	 ,Unknown
1498816560,6/30/2017 3:56 AM,  -,  -,N/A%,30.20 in,  -,North,13.8 mph,  -,N/A,	 ,Unknown
1498820160,6/30/2017 4:56 AM,  -,  -,N/A%,30.20 in,  -,NNE,8.1 mph,  -,N/A,	 ,Unknown
1498823760,6/30/2017 5:56 AM,  -,  -,N/A%,30.22 in,  -,Calm,Calm,  -,N/A,	 ,Unknown
1498827360,6/30/2017 6:56 AM,  -,  -,N/A%,30.24 in,  -,ENE,8.1 mph,  -,N/A,	 ,Unknown
1498830960,6/30/2017 7:56 AM,  -,  -,N/A%,30.28 in,  -,East,8.1 mph,  -,N/A,	 ,Unknown
1498834560,6/30/2017 8:56 AM,  -,  -,N/A%,30.30 in,  -,Variable,5.8 mph,  -,N/A,	 ,Unknown
1498838160,6/30/2017 9:56 AM,  -,  -,N/A%,30.30 in,  -,South,4.6 mph,  -,N/A,	 ,Unknown
1498841760,6/30/2017 10:56 AM,  -,  -,N/A%,30.29 in,  -,South,10.4 mph,  -,N/A,	 ,Unknown
1498845360,6/30/2017 11:56 AM,  -,  -,N/A%,30.28 in,  -,South,10.4 mph,16.1 mph,N/A,	 ,Unknown
1498852560,6/30/2017 1:56 PM,  -,  -,N/A%,30.25 in,  -,Variable,4.6 mph,17.3 mph,N/A,	 ,Unknown
1498856160,6/30/2017 2:56 PM,  -,  -,N/A%,30.24 in,  -,ESE,10.4 mph,  -,N/A,	 ,Unknown
1498859760,6/30/2017 3:56 PM,  -,  -,N/A%,30.23 in,  -,South,10.4 mph,18.4 mph,N/A,	 ,Unknown
1498863360,6/30/2017 4:56 PM,  -,  -,N/A%,30.22 in,  -,South,12.7 mph,19.6 mph,N/A,	 ,Unknown
1498866960,6/30/2017 5:56 PM,  -,  -,N/A%,30.23 in,  -,SSE,10.4 mph,  -,N/A,	 ,Unknown
1498870560,6/30/2017 6:56 PM,  -,  -,N/A%,30.25 in,  -,South,16.1 mph,  -,N/A,	 ,Unknown
1498874160,6/30/2017 7:56 PM,  -,  -,N/A%,30.26 in,  -,South,10.4 mph,  -,N/A,	 ,Unknown
1498877760,6/30/2017 8:56 PM,  -,  -,N/A%,30.26 in,  -,SSW,8.1 mph,  -,N/A,	 ,Unknown
1498881360,6/30/2017 9:56 PM,  -,  -,N/A%,30.28 in,  -,South,5.8 mph,  -,N/A,	 ,Unknown
1498884960,6/30/2017 10:56 PM,1.0 °F,1.0 °F,100%,30.28 in,  -,South,8.1 mph,  -,N/A,	 ,Unknown
1498888560,6/30/2017 11:56 PM,  -,  -,N/A%,30.28 in,  -,South,9.2 mph,  -,N/A,	 ,Unknown
1498719360,6/29/2017 12:56 AM,  -,  -,N/A%,29.92 in,  -,East,13.8 mph,  -,N/A,	 ,Clear
1498722960,6/29/2017 1:56 AM,  -,  -,N/A%,29.91 in,  -,East,8.1 mph,18.4 mph,N/A,	 ,Clear
1498726560,6/29/2017 2:56 AM,  -,  -,N/A%,29.94 in,  -,North,6.9 mph,  -,N/A,	 ,Clear
1498730160,6/29/2017 3:56 AM,  -,  -,N/A%,29.95 in,  -,NE,4.6 mph,  -,N/A,	 ,Clear
1498733760,6/29/2017 4:56 AM,  -,  -,N/A%,29.97 in,  -,Calm,Calm,  -,N/A,	 ,Clear
1498737360,6/29/2017 5:56 AM,  -,  -,N/A%,30.00 in,  -,Calm,Calm,  -,N/A,	 ,Clear
1498740960,6/29/2017 6:56 AM,  -,  -,N/A%,30.01 in,  -,SE,6.9 mph,  -,N/A,	 ,Clear
1498744560,6/29/2017 7:56 AM,  -,  -,N/A%,30.02 in,  -,South,9.2 mph,  -,N/A,	 ,Clear
1498748160,6/29/2017 8:56 AM,  -,  -,N/A%,30.05 in,  -,South,11.5 mph,  -,N/A,	 ,Clear
1498751760,6/29/2017 9:56 AM,  -,  -,N/A%,30.05 in,  -,SW,6.9 mph,  -,N/A,	 ,Clear
1498755360,6/29/2017 10:56 AM,  -,  -,N/A%,30.04 in,  -,Calm,Calm,  -,N/A,	 ,Clear
1498758960,6/29/2017 11:56 AM,  -,  -,N/A%,30.04 in,  -,Variable,4.6 mph,  -,N/A,	 ,Clear
1498762560,6/29/2017 12:56 PM,  -,  -,N/A%,30.02 in,  -,Variable,4.6 mph,  -,N/A,	 ,Clear
1498764360,6/29/2017 1:26 PM,  -,  -,N/A%,30.02 in,  -,SSE,9.2 mph,  -,N/A,Thunderstorm,Thunderstorm
1498766160,6/29/2017 1:56 PM,  -,  -,N/A%,30.01 in,  -,South,11.5 mph,17.3 mph,N/A,Thunderstorm,Thunderstorm
1498767660,6/29/2017 2:21 PM,  -,  -,N/A%,30.01 in,  -,SSE,12.7 mph,  -,N/A,	 ,Clear
1498769760,6/29/2017 2:56 PM,  -,  -,N/A%,30.01 in,  -,SSE,8.1 mph,  -,N/A,	 ,Clear
1498773360,6/29/2017 3:56 PM,  -,  -,N/A%,29.99 in,  -,East,17.3 mph,26.5 mph,N/A,Thunderstorm,Thunderstorm
1498773900,6/29/2017 4:05 PM,  -,  -,N/A%,29.99 in,  -,East,19.6 mph,25.3 mph,N/A,	 ,Clear
1498775220,6/29/2017 4:27 PM,  -,  -,N/A%,29.99 in,  -,East,15.0 mph,26.5 mph,N/A,Thunderstorm,Thunderstorm
1498776960,6/29/2017 4:56 PM,  -,  -,N/A%,30.01 in,  -,NE,24.2 mph,32.2 mph,N/A,	 ,Clear
1498780560,6/29/2017 5:56 PM,  -,  -,N/A%,30.02 in,  -,East,21.9 mph,27.6 mph,N/A,	 ,Clear
1498784160,6/29/2017 6:56 PM,  -,  -,N/A%,30.02 in,  -,East,17.3 mph,26.5 mph,N/A,	 ,Clear
1498787760,6/29/2017 7:56 PM,  -,  -,N/A%,30.07 in,  -,NE,9.2 mph,  -,0.03 in,Rain,"	,"
1498791360,6/29/2017 8:56 PM,  -,  -,N/A%,30.12 in,  -,East,13.8 mph,  -,0.03 in,Rain,"	,"
1498794960,6/29/2017 9:56 PM,  -,  -,N/A%,30.12 in,  -,ENE,13.8 mph,19.6 mph,0.00 in,Rain,"	,"
1498796220,6/29/2017 10:17 PM,  -,  -,N/A%,30.13 in,  -,NE,11.5 mph,19.6 mph,0.00 in,	 ,Unknown
1498796640,6/29/2017 10:24 PM,  -,  -,N/A%,30.13 in,  -,NE,16.1 mph,  -,0.00 in,Thunderstorm,Thunderstorm
1498798560,6/29/2017 10:56 PM,1.0 °F,1.0 °F,100%,30.15 in,  -,ESE,12.7 mph,  -,0.00 in,Thunderstorm,Thunderstorm
1498799040,6/29/2017 11:04 PM,  -,  -,N/A%,30.16 in,  -,ESE,10.4 mph,  -,N/A,	 ,Unknown
1498802160,6/29/2017 11:56 PM,  -,  -,N/A%,30.18 in,  -,NNW,5.8 mph,  -,N/A,	 ,Unknown
1498632960,6/28/2017 12:56 AM,  -,  -,N/A%,29.95 in,  -,NE,17.3 mph,26.5 mph,N/A,	 ,Clear
1498636560,6/28/2017 1:56 AM,  -,  -,N/A%,29.95 in,  -,NE,15.0 mph,  -,N/A,	 ,Clear
1498640160,6/28/2017 2:56 AM,  -,  -,N/A%,29.96 in,  -,NNE,12.7 mph,21.9 mph,N/A,	 ,Clear
1498643760,6/28/2017 3:56 AM,  -,  -,N/A%,29.98 in,  -,NNE,10.4 mph,  -,N/A,	 ,Clear
1498647360,6/28/2017 4:56 AM,  -,  -,N/A%,30.00 in,  -,North,10.4 mph,  -,N/A,	 ,Clear
1498650960,6/28/2017 5:56 AM,  -,  -,N/A%,30.02 in,  -,NNE,6.9 mph,  -,N/A,	 ,Clear
1498654560,6/28/2017 6:56 AM,  -,  -,N/A%,30.02 in,  -,North,4.6 mph,  -,N/A,	 ,Clear
1498658160,6/28/2017 7:56 AM,  -,  -,N/A%,30.04 in,  -,NNW,6.9 mph,  -,N/A,	 ,Clear
1498661760,6/28/2017 8:56 AM,  -,  -,N/A%,30.04 in,  -,Calm,Calm,  -,N/A,	 ,Clear
1498665360,6/28/2017 9:56 AM,  -,  -,N/A%,30.03 in,  -,Variable,5.8 mph,  -,N/A,	 ,Clear
1498668960,6/28/2017 10:56 AM,  -,  -,N/A%,30.02 in,  -,South,8.1 mph,  -,N/A,	 ,Clear
1498672560,6/28/2017 11:56 AM,  -,  -,N/A%,30.00 in,  -,South,9.2 mph,16.1 mph,N/A,	 ,Clear
1498676160,6/28/2017 12:56 PM,  -,  -,N/A%,29.98 in,  -,South,13.8 mph,26.5 mph,N/A,	 ,Clear
1498679760,6/28/2017 1:56 PM,  -,  -,N/A%,29.95 in,  -,South,18.4 mph,23.0 mph,N/A,	 ,Clear
1498683360,6/28/2017 2:56 PM,  -,  -,N/A%,29.93 in,  -,South,15.0 mph,29.9 mph,N/A,	 ,Clear
1498686960,6/28/2017 3:56 PM,  -,  -,N/A%,29.89 in,  -,South,20.7 mph,27.6 mph,N/A,	 ,Clear
1498690560,6/28/2017 4:56 PM,  -,  -,N/A%,29.88 in,  -,South,19.6 mph,28.8 mph,N/A,	 ,Clear
1498694160,6/28/2017 5:56 PM,  -,  -,N/A%,29.87 in,  -,South,18.4 mph,25.3 mph,N/A,	 ,Clear
1498697760,6/28/2017 6:56 PM,  -,  -,N/A%,29.87 in,  -,South,18.4 mph,  -,N/A,	 ,Clear
1498701360,6/28/2017 7:56 PM,  -,  -,N/A%,29.88 in,  -,SSE,11.5 mph,18.4 mph,N/A,	 ,Clear
1498704960,6/28/2017 8:56 PM,  -,  -,N/A%,29.89 in,  -,East,10.4 mph,  -,N/A,	 ,Clear
1498707540,6/28/2017 9:39 PM,  -,  -,N/A%,29.92 in,  -,NE,10.4 mph,  -,N/A,Thunderstorm,Thunderstorm
1498708560,6/28/2017 9:56 PM,  -,  -,N/A%,29.93 in,  -,East,15.0 mph,  -,N/A,Thunderstorm,Thunderstorm
1498711440,6/28/2017 10:44 PM,  -,  -,N/A%,29.93 in,  -,East,20.7 mph,29.9 mph,N/A,Thunderstorm,Thunderstorm
1498712160,6/28/2017 10:56 PM,  -,  -,N/A%,29.92 in,  -,East,19.6 mph,25.3 mph,N/A,Thunderstorm,Thunderstorm
1498715760,6/28/2017 11:56 PM,  -,  -,N/A%,29.91 in,  -,East,16.1 mph,  -,N/A,	 ,Clear
1498546560,6/27/2017 12:56 AM,  -,  -,N/A%,30.20 in,  -,WSW,3.5 mph,  -,N/A,	 ,Clear
1498550160,6/27/2017 1:56 AM,  -,  -,N/A%,30.18 in,  -,SW,4.6 mph,  -,N/A,	 ,Clear
1498553760,6/27/2017 2:56 AM,  -,  -,N/A%,30.16 in,  -,SW,5.8 mph,  -,N/A,	 ,Clear
1498557360,6/27/2017 3:56 AM,  -,  -,N/A%,30.12 in,  -,Calm,Calm,  -,N/A,	 ,Clear
1498560960,6/27/2017 4:56 AM,  -,  -,N/A%,30.11 in,  -,Calm,Calm,  -,N/A,	 ,Clear
1498564560,6/27/2017 5:56 AM,  -,  -,N/A%,30.10 in,  -,SSE,6.9 mph,  -,N/A,	 ,Clear
1498568160,6/27/2017 6:56 AM,  -,  -,N/A%,30.09 in,  -,SSE,6.9 mph,  -,N/A,	 ,Clear
1498571760,6/27/2017 7:56 AM,  -,  -,N/A%,30.08 in,  -,SSE,9.2 mph,  -,N/A,	 ,Clear
1498575360,6/27/2017 8:56 AM,  -,  -,N/A%,30.07 in,  -,WSW,9.2 mph,  -,N/A,	 ,Clear
1498578960,6/27/2017 9:56 AM,  -,  -,N/A%,30.05 in,  -,WSW,11.5 mph,  -,N/A,	 ,Clear
1498582560,6/27/2017 10:56 AM,  -,  -,N/A%,30.03 in,  -,SW,15.0 mph,  -,N/A,	 ,Clear
1498589760,6/27/2017 12:56 PM,  -,  -,N/A%,29.98 in,  -,West,18.4 mph,32.2 mph,N/A,	 ,Clear
1498593360,6/27/2017 1:56 PM,  -,  -,N/A%,29.95 in,  -,SW,17.3 mph,29.9 mph,0.00 in,	 ,Clear
1498596960,6/27/2017 2:56 PM,  -,  -,N/A%,29.91 in,  -,SW,17.3 mph,35.7 mph,N/A,	 ,Clear
1498600560,6/27/2017 3:56 PM,  -,  -,N/A%,29.89 in,  -,WSW,23.0 mph,29.9 mph,N/A,	 ,Clear
1498604160,6/27/2017 4:56 PM,  -,  -,N/A%,29.87 in,  -,WSW,21.9 mph,32.2 mph,N/A,	 ,Clear
1498607760,6/27/2017 5:56 PM,  -,  -,N/A%,29.84 in,  -,SW,20.7 mph,25.3 mph,N/A,	 ,Clear
1498610340,6/27/2017 6:39 PM,  -,  -,N/A%,29.84 in,  -,South,19.6 mph,41.4 mph,0.00 in,Rain,Light Rain
1498611180,6/27/2017 6:53 PM,  -,  -,N/A%,29.84 in,  -,SSW,11.5 mph,21.9 mph,0.00 in,Thunderstorm,Thunderstorm
1498611360,6/27/2017 6:56 PM,  -,  -,N/A%,29.84 in,  -,SW,16.1 mph,21.9 mph,0.00 in,Thunderstorm,Thunderstorm
1498612080,6/27/2017 7:08 PM,  -,  -,N/A%,29.84 in,  -,SW,12.7 mph,  -,N/A,	 ,Clear
1498614960,6/27/2017 7:56 PM,  -,  -,N/A%,29.85 in,  -,SW,9.2 mph,  -,N/A,	 ,Clear
1498618560,6/27/2017 8:56 PM,  -,  -,N/A%,29.87 in,  -,North,5.8 mph,  -,N/A,	 ,Clear
1498622160,6/27/2017 9:56 PM,  -,  -,N/A%,29.91 in,  -,ENE,9.2 mph,  -,N/A,	 ,Clear
1498625760,6/27/2017 10:56 PM,  -,  -,N/A%,29.93 in,  -,North,11.5 mph,  -,N/A,	 ,Clear
1498629360,6/27/2017 11:56 PM,  -,  -,N/A%,29.94 in,  -,NE,23.0 mph,40.3 mph,N/A,	 ,Clear
1498459980,6/26/2017 12:53 AM,  -,  -,N/A%,30.38 in,  -,ESE,9.2 mph,  -,N/A,	 ,Overcast
1498463760,6/26/2017 1:56 AM,  -,  -,N/A%,30.37 in,  -,SE,6.9 mph,  -,N/A,	 ,Overcast
1498467360,6/26/2017 2:56 AM,  -,  -,N/A%,30.37 in,  -,SE,9.2 mph,  -,N/A,	 ,Overcast
1498470960,6/26/2017 3:56 AM,  -,  -,N/A%,30.36 in,  -,SSE,8.1 mph,  -,N/A,	 ,Overcast
1498474560,6/26/2017 4:56 AM,  -,  -,N/A%,30.36 in,  -,SE,3.5 mph,  -,N/A,	 ,Overcast
1498481760,6/26/2017 6:56 AM,  -,  -,N/A%,30.36 in,  -,SW,5.8 mph,  -,N/A,	 ,Overcast
1498484820,6/26/2017 7:47 AM,  -,  -,N/A%,30.36 in,  -,WSW,8.1 mph,  -,0.00 in,	 ,Overcast
1498485240,6/26/2017 7:54 AM,  -,  -,N/A%,30.35 in,  -,WSW,8.1 mph,  -,N/A,	 ,Overcast
1498485360,6/26/2017 7:56 AM,  -,  -,N/A%,30.35 in,  -,WSW,6.9 mph,  -,0.00 in,	 ,Overcast
1498488960,6/26/2017 8:56 AM,  -,  -,N/A%,30.35 in,  -,West,6.9 mph,  -,N/A,	 ,Overcast
1498490640,6/26/2017 9:24 AM,  -,  -,N/A%,30.33 in,  -,West,9.2 mph,  -,N/A,	 ,Overcast
1498492320,6/26/2017 9:52 AM,  -,  -,N/A%,30.32 in,  -,West,8.1 mph,  -,N/A,	 ,Scattered Clouds
1498492560,6/26/2017 9:56 AM,  -,  -,N/A%,30.32 in,  -,West,10.4 mph,  -,N/A,	 ,Partly Cloudy
1498496160,6/26/2017 10:56 AM,  -,  -,N/A%,30.30 in,  -,WSW,6.9 mph,  -,N/A,	 ,Clear
1498499760,6/26/2017 11:56 AM,  -,  -,N/A%,30.29 in,  -,WSW,6.9 mph,  -,N/A,	 ,Clear
1498503360,6/26/2017 12:56 PM,  -,  -,N/A%,30.27 in,  -,SSE,6.9 mph,  -,N/A,	 ,Clear
1498510560,6/26/2017 2:56 PM,  -,  -,N/A%,30.21 in,  -,Variable,4.6 mph,  -,N/A,	 ,Clear
1498514160,6/26/2017 3:56 PM,  -,  -,N/A%,30.18 in,  -,Variable,3.5 mph,  -,N/A,	 ,Clear
1498517760,6/26/2017 4:56 PM,  -,  -,N/A%,30.18 in,  -,SSE,11.5 mph,17.3 mph,N/A,	 ,Clear
1498521360,6/26/2017 5:56 PM,  -,  -,N/A%,30.17 in,  -,South,11.5 mph,  -,N/A,	 ,Clear
1498524960,6/26/2017 6:56 PM,  -,  -,N/A%,30.17 in,  -,SSW,15.0 mph,  -,N/A,	 ,Clear
1498527480,6/26/2017 7:38 PM,  -,  -,N/A%,30.16 in,  -,South,9.2 mph,  -,N/A,Thunderstorm,Thunderstorm
1498528560,6/26/2017 7:56 PM,  -,  -,N/A%,30.18 in,  -,ESE,13.8 mph,  -,N/A,Thunderstorm,Thunderstorm
1498530780,6/26/2017 8:33 PM,  -,  -,N/A%,30.18 in,  -,ESE,17.3 mph,27.6 mph,0.00 in,	 ,Clear
1498532160,6/26/2017 8:56 PM,  -,  -,N/A%,30.19 in,  -,SE,17.3 mph,  -,0.00 in,	 ,Clear
1498535760,6/26/2017 9:56 PM,  -,  -,N/A%,30.21 in,  -,South,11.5 mph,  -,N/A,	 ,Clear
1498539360,6/26/2017 10:56 PM,  -,  -,N/A%,30.22 in,  -,SSE,10.4 mph,  -,N/A,	 ,Clear
1498542960,6/26/2017 11:56 PM,  -,  -,N/A%,30.21 in,  -,SSE,8.1 mph,  -,N/A,	 ,Clear
1498373760,6/25/2017 12:56 AM,1.0 °F,1.0 °F,100%,30.39 in,  -,SSE,9.2 mph,  -,N/A,	 ,Mostly Cloudy
1498377360,6/25/2017 1:56 AM,  -,  -,N/A%,30.38 in,  -,SSE,10.4 mph,  -,N/A,	 ,Mostly Cloudy
1498380960,6/25/2017 2:56 AM,  -,  -,N/A%,30.37 in,  -,ESE,6.9 mph,  -,N/A,	 ,Mostly Cloudy
1498384560,6/25/2017 3:56 AM,  -,  -,N/A%,30.36 in,  -,Calm,Calm,  -,N/A,	 ,Mostly Cloudy
1498388160,6/25/2017 4:56 AM,  -,  -,N/A%,30.36 in,  -,Calm,Calm,  -,N/A,	 ,Scattered Clouds
1498391760,6/25/2017 5:56 AM,  -,  -,N/A%,30.37 in,  -,SSE,4.6 mph,  -,N/A,	 ,Clear
1498395360,6/25/2017 6:56 AM,  -,  -,N/A%,30.37 in,  -,East,9.2 mph,  -,N/A,	 ,Partly Cloudy
1498398960,6/25/2017 7:56 AM,  -,  -,N/A%,30.37 in,  -,SE,8.1 mph,  -,N/A,	 ,Clear
1498402560,6/25/2017 8:56 AM,  -,  -,N/A%,30.37 in,  -,South,9.2 mph,  -,N/A,	 ,Clear
1498406160,6/25/2017 9:56 AM,  -,  -,N/A%,30.36 in,  -,ESE,6.9 mph,  -,N/A,	 ,Clear
1498409760,6/25/2017 10:56 AM,  -,  -,N/A%,30.36 in,  -,SSE,6.9 mph,  -,N/A,	 ,Clear
1498413360,6/25/2017 11:56 AM,  -,  -,N/A%,30.34 in,  -,SSE,8.1 mph,  -,N/A,	 ,Mostly Cloudy
1498416960,6/25/2017 12:56 PM,  -,  -,N/A%,30.33 in,  -,Variable,4.6 mph,18.4 mph,N/A,	 ,Partly Cloudy
1498420560,6/25/2017 1:56 PM,  -,  -,N/A%,30.31 in,  -,SW,8.1 mph,  -,N/A,	 ,Scattered Clouds
1498424160,6/25/2017 2:56 PM,  -,  -,N/A%,30.30 in,  -,SE,12.7 mph,17.3 mph,0.00 in,Rain,Light Rain
1498427760,6/25/2017 3:56 PM,  -,  -,N/A%,30.29 in,  -,ESE,23.0 mph,29.9 mph,0.00 in,	 ,Clear
1498431360,6/25/2017 4:56 PM,  -,  -,N/A%,30.28 in,  -,ESE,19.6 mph,25.3 mph,0.00 in,Rain,Light Rain
1498434960,6/25/2017 5:56 PM,  -,  -,N/A%,30.28 in,  -,East,20.7 mph,26.5 mph,0.00 in,	 ,Clear
1498438560,6/25/2017 6:56 PM,  -,  -,N/A%,30.29 in,  -,ESE,19.6 mph,26.5 mph,N/A,	 ,Clear
1498442160,6/25/2017 7:56 PM,  -,  -,N/A%,30.32 in,  -,East,16.1 mph,23.0 mph,0.00 in,	 ,Clear
1498445340,6/25/2017 8:49 PM,  -,  -,N/A%,30.34 in,  -,SE,16.1 mph,  -,0.00 in,	 ,Mostly Cloudy
1498445760,6/25/2017 8:56 PM,  -,  -,N/A%,30.35 in,  -,SE,16.1 mph,  -,0.00 in,	 ,Mostly Cloudy
1498449360,6/25/2017 9:56 PM,  -,  -,N/A%,30.37 in,  -,SE,16.1 mph,  -,N/A,	 ,Mostly Cloudy
1498450500,6/25/2017 10:15 PM,  -,  -,N/A%,30.38 in,  -,SE,13.8 mph,  -,N/A,	 ,Overcast
1498452120,6/25/2017 10:42 PM,  -,  -,N/A%,30.38 in,  -,SE,12.7 mph,  -,N/A,	 ,Overcast
1498452780,6/25/2017 10:53 PM,  -,  -,N/A%,30.37 in,  -,SE,12.7 mph,  -,N/A,	 ,Mostly Cloudy
1498452960,6/25/2017 10:56 PM,  -,  -,N/A%,30.37 in,  -,SE,12.7 mph,  -,N/A,	 ,Mostly Cloudy
1498454580,6/25/2017 11:23 PM,  -,  -,N/A%,30.38 in,  -,ESE,11.5 mph,  -,N/A,	 ,Mostly Cloudy
1498456560,6/25/2017 11:56 PM,  -,  -,N/A%,30.38 in,  -,ESE,9.2 mph,  -,N/A,	 ,Overcast
1498287360,6/24/2017 12:56 AM,1.0 °F,1.0 °F,100%,30.37 in,  -,Variable,3.5 mph,  -,N/A,	 ,Overcast
1498290960,6/24/2017 1:56 AM,  -,  -,N/A%,30.36 in,  -,South,4.6 mph,  -,N/A,	 ,Overcast
1498294560,6/24/2017 2:56 AM,  -,  -,N/A%,30.35 in,  -,SW,3.5 mph,  -,N/A,	 ,Overcast
1498298160,6/24/2017 3:56 AM,  -,  -,N/A%,30.33 in,  -,SW,4.6 mph,  -,N/A,	 ,Overcast
1498301760,6/24/2017 4:56 AM,  -,  -,N/A%,30.32 in,  -,SSW,4.6 mph,  -,N/A,	 ,Overcast
1498305360,6/24/2017 5:56 AM,  -,  -,N/A%,30.33 in,  -,SSW,4.6 mph,  -,N/A,	 ,Overcast
1498308960,6/24/2017 6:56 AM,  -,  -,N/A%,30.33 in,  -,Calm,Calm,  -,N/A,	 ,Overcast
1498312560,6/24/2017 7:56 AM,  -,  -,N/A%,30.35 in,  -,SW,5.8 mph,  -,N/A,	 ,Scattered Clouds
1498316160,6/24/2017 8:56 AM,  -,  -,N/A%,30.35 in,  -,South,9.2 mph,  -,N/A,	 ,Mostly Cloudy
1498319760,6/24/2017 9:56 AM,  -,  -,N/A%,30.35 in,  -,South,11.5 mph,20.7 mph,N/A,	 ,Mostly Cloudy
1498323360,6/24/2017 10:56 AM,  -,  -,N/A%,30.35 in,  -,South,13.8 mph,  -,N/A,	 ,Overcast
1498326960,6/24/2017 11:56 AM,  -,  -,N/A%,30.34 in,  -,SSE,17.3 mph,23.0 mph,N/A,	 ,Mostly Cloudy
1498330560,6/24/2017 12:56 PM,  -,  -,N/A%,30.35 in,  -,SSE,13.8 mph,19.6 mph,N/A,	 ,Overcast
1498337760,6/24/2017 2:56 PM,  -,  -,N/A%,30.33 in,  -,SSE,6.9 mph,  -,N/A,	 ,Mostly Cloudy
1498341360,6/24/2017 3:56 PM,  -,  -,N/A%,30.31 in,  -,SE,10.4 mph,  -,N/A,	 ,Mostly Cloudy
1498344960,6/24/2017 4:56 PM,  -,  -,N/A%,30.30 in,  -,ESE,5.8 mph,  -,N/A,	 ,Clear
